State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,service_calls_bin,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_minutes,total_calls,total_charge,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,day_minutes_group,cs_calls_group,cs_bin,day_min_bin,account_bin,intl_bin,charge_bin
WY,131,510,No,No,0,110.9,74,18.85,115.6,90,9.83,190.5,114,8.57,15.8,9,4.27,1,0,0-1,0.16997294860234446,1.4986486486486488,0.25472972972972974,0.08503460207612457,1.2844444444444443,0.10922222222222222,0.04498687664041995,1.6710526315789473,0.07517543859649123,432.8,287,41.519999999999996,0.09593345656192236,1.50801393728223,0.1446689895470383,0.2562384473197782,0.45399807321772645,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q4 (127-243 days),Q4 (12-20 min),Q1 (23-52$)
NJ,153,510,No,No,0,122.5,145,20.83,273.3,103,23.23,197.8,71,8.9,8.0,3,2.16,2,0,2-4,0.1700408163265306,0.8448275862068966,0.14365517241379308,0.0849981705085986,2.6533980582524275,0.22553398058252427,0.04499494438827098,2.7859154929577468,0.12535211267605634,601.6,322,55.120000000000005,0.09162234042553193,1.8683229813664597,0.1711801242236025,0.20362367021276595,0.3779027576197387,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q4 (127-243 days),Q1 (-0-8 min),Q2 (52-59$)
ND,84,510,No,No,0,226.9,144,38.57,201.6,122,17.14,130.2,121,5.86,13.2,5,3.56,2,0,2-4,0.16998677831643896,1.5756944444444445,0.26784722222222224,0.08501984126984127,1.6524590163934425,0.14049180327868854,0.04500768049155147,1.0760330578512396,0.0484297520661157,571.9000000000001,392,65.13,0.11388354607448851,1.4589285714285716,0.16614795918367345,0.3967476831613918,0.592200214954706,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q4 (12-20 min),Q3 (59-67$)
WI,133,510,No,No,0,187.0,65,31.79,141.4,128,12.02,238.2,108,10.72,10.0,8,2.7,2,0,2-4,0.16999999999999998,2.876923076923077,0.4890769230769231,0.085007072135785,1.1046875,0.09390625,0.045004198152812765,2.2055555555555553,0.09925925925925927,576.5999999999999,309,57.230000000000004,0.09925424904613252,1.8660194174757279,0.18521035598705504,0.3243149497051683,0.5554778962082824,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q4 (127-243 days),Q2 (8-10 min),Q2 (52-59$)
NY,87,415,No,No,0,204.8,101,34.82,161.0,80,13.69,285.7,89,12.86,9.5,3,2.57,0,0,0-1,0.17001953125,2.0277227722772277,0.3447524752475248,0.08503105590062111,2.0125,0.171125,0.04501225061253063,3.210112359550562,0.1444943820224719,661.0,273,63.94,0.096732223903177,2.421245421245421,0.2342124542124542,0.3098335854765507,0.544573037222396,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q2 (73-100 days),Q2 (8-10 min),Q3 (59-67$)
MO,72,415,No,No,0,165.9,114,28.2,235.9,97,20.05,210.1,120,9.45,12.0,5,3.24,2,0,2-4,0.16998191681735986,1.4552631578947368,0.24736842105263157,0.08499364137346334,2.431958762886598,0.20670103092783507,0.044978581627796284,1.7508333333333332,0.07875,623.9,336,60.940000000000005,0.09767590960089759,1.856845238095238,0.18136904761904762,0.26590799807661486,0.4627502461437479,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q3 (10-12 min),Q3 (59-67$)
MN,65,510,No,Yes,29,158.1,104,26.88,322.2,81,27.39,210.0,96,9.45,8.9,6,2.4,1,0,0-1,0.1700189753320683,1.5201923076923076,0.25846153846153846,0.08500931098696463,3.977777777777778,0.33814814814814814,0.045,2.1875,0.0984375,699.1999999999999,287,66.12,0.09456521739130436,2.4362369337979093,0.23038327526132404,0.22611556064073227,0.4065335753176043,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q2 (8-10 min),Q3 (59-67$)
CO,74,415,No,No,0,225.2,93,38.28,215.1,120,18.28,241.8,95,10.88,9.1,2,2.46,2,0,2-4,0.1699822380106572,2.421505376344086,0.41161290322580646,0.08498372849837285,1.7925,0.15233333333333335,0.04499586435070306,2.545263157894737,0.1145263157894737,691.1999999999999,310,69.89999999999999,0.10112847222222222,2.2296774193548385,0.22548387096774192,0.3258101851851852,0.5476394849785409,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
MD,116,408,No,No,0,159.4,79,27.1,179.5,88,15.26,167.8,71,7.55,9.7,2,2.62,6,1,5+,0.17001254705144292,2.017721518987342,0.3430379746835443,0.08501392757660167,2.039772727272727,0.1734090909090909,0.04499404052443384,2.363380281690141,0.10633802816901408,516.4,240,52.529999999999994,0.10172347017815646,2.1516666666666664,0.218875,0.30867544539116964,0.5158956786598136,Low Day Minutes,High CS Calls,6-10,Q2 (143-180 min),Q3 (100-127 days),Q2 (8-10 min),Q2 (52-59$)
AR,68,510,No,No,0,172.7,95,29.36,139.1,90,11.82,174.3,99,7.84,11.7,1,3.16,2,0,2-4,0.170005790387956,1.8178947368421052,0.30905263157894736,0.08497483824586628,1.5455555555555556,0.13133333333333333,0.044979919678714855,1.7606060606060607,0.07919191919191919,497.79999999999995,285,52.17999999999999,0.10482121333869023,1.7466666666666666,0.18308771929824558,0.346926476496585,0.5626676887696436,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q3 (10-12 min),Q1 (23-52$)
TN,68,415,No,No,0,222.8,99,37.88,175.8,85,14.94,202.0,111,9.09,11.0,3,2.97,3,0,2-4,0.17001795332136446,2.250505050505051,0.38262626262626265,0.08498293515358361,2.068235294117647,0.17576470588235293,0.045,1.8198198198198199,0.08189189189189189,611.6,298,64.88,0.10608240680183124,2.0523489932885908,0.21771812080536912,0.3642903858731197,0.5838471023427868,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q1 (1-73 days),Q3 (10-12 min),Q3 (59-67$)
DE,54,415,Yes,No,0,214.1,77,36.4,240.5,94,20.44,188.9,75,8.5,10.1,3,2.73,1,0,0-1,0.170014012143858,2.7805194805194806,0.4727272727272727,0.08498960498960499,2.5585106382978724,0.2174468085106383,0.044997353096876656,2.518666666666667,0.11333333333333333,653.6,249,68.07000000000001,0.10414626682986537,2.6248995983935743,0.27337349397590366,0.3275703794369645,0.5347436462465108,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q1 (1-73 days),Q2 (8-10 min),Q4 (67-96$)
WI,107,408,No,No,0,134.0,104,22.78,174.5,94,14.83,311.1,79,14.0,7.3,3,1.97,3,0,2-4,0.17,1.2884615384615385,0.21903846153846154,0.08498567335243554,1.8563829787234043,0.15776595744680852,0.04500160720025715,3.937974683544304,0.17721518987341772,626.9,280,53.58,0.08546817674270218,2.238928571428571,0.19135714285714286,0.21375019939384274,0.4251586412840613,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q3 (100-127 days),Q1 (-0-8 min),Q2 (52-59$)
MN,173,510,No,No,0,291.8,143,49.61,214.3,134,18.22,151.2,119,6.8,9.9,2,2.67,0,1,0-1,0.17001370801919122,2.0405594405594405,0.34692307692307695,0.08502099860009332,1.5992537313432837,0.13597014925373133,0.04497354497354498,1.2705882352941176,0.05714285714285714,667.1999999999999,398,77.3,0.11585731414868106,1.6763819095477386,0.1942211055276382,0.4373501199040768,0.6417852522639069,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q2 (8-10 min),Q4 (67-96$)
MO,110,408,No,No,0,222.7,94,37.86,105.8,98,8.99,214.8,78,9.67,13.5,4,3.65,1,0,0-1,0.17000449034575663,2.3691489361702125,0.4027659574468085,0.08497164461247637,1.079591836734694,0.09173469387755102,0.04501862197392923,2.753846153846154,0.12397435897435898,556.8,274,60.17,0.10806393678160921,2.0321167883211677,0.2195985401459854,0.3999640804597701,0.6292172178826657,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q3 (100-127 days),Q4 (12-20 min),Q3 (59-67$)
VA,102,510,No,No,0,174.5,79,29.67,236.8,136,20.13,270.4,110,12.17,8.5,5,2.3,0,0,0-1,0.17002865329512895,2.2088607594936707,0.3755696202531646,0.08500844594594593,1.7411764705882353,0.14801470588235294,0.04500739644970415,2.458181818181818,0.11063636363636363,690.2,330,64.27,0.09311793682990437,2.0915151515151518,0.19475757575757574,0.2528252680382498,0.46164618017737674,Low Day Minutes,Low CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q1 (-0-8 min),Q3 (59-67$)
OK,91,408,No,Yes,31,273.0,78,46.41,215.5,98,18.32,104.7,114,4.71,9.6,2,2.59,1,0,0-1,0.16999999999999998,3.5,0.595,0.08501160092807425,2.1989795918367347,0.18693877551020407,0.04498567335243553,0.918421052631579,0.04131578947368421,602.8000000000001,292,72.02999999999999,0.11949236894492365,2.0643835616438357,0.24667808219178078,0.45288652952886527,0.6443148688046648,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
CT,64,415,Yes,No,0,225.3,134,38.3,108.2,87,9.2,139.6,132,6.28,17.3,9,4.67,1,1,0-1,0.16999556147359074,1.6813432835820896,0.28582089552238804,0.08502772643253234,1.2436781609195402,0.10574712643678161,0.044985673352435536,1.0575757575757576,0.04757575757575758,490.40000000000003,362,58.45,0.1191884176182708,1.354696132596685,0.16146408839779006,0.45942088091353994,0.6552609067579127,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q1 (1-73 days),Q4 (12-20 min),Q2 (52-59$)
TN,176,415,No,Yes,23,283.2,130,48.14,162.6,74,13.82,177.7,104,8.0,7.2,6,1.94,1,0,0-1,0.1699858757062147,2.1784615384615384,0.37030769230769234,0.08499384993849939,2.1972972972972973,0.18675675675675676,0.045019696117051214,1.708653846153846,0.07692307692307693,630.7,314,71.9,0.11400031710797527,2.00859872611465,0.22898089171974523,0.4490248929760583,0.6695410292072322,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q1 (-0-8 min),Q4 (67-96$)
WI,84,510,No,Yes,12,89.7,87,15.25,138.6,73,11.78,165.8,114,7.46,10.7,2,2.89,1,0,0-1,0.17001114827201783,1.0310344827586206,0.1752873563218391,0.084992784992785,1.8986301369863012,0.16136986301369863,0.04499396863691194,1.4543859649122808,0.06543859649122807,404.8,276,37.38,0.09234189723320159,1.4666666666666668,0.13543478260869565,0.2215909090909091,0.40797217763509896,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
SD,138,510,No,No,0,127.1,102,21.61,247.7,106,21.05,207.7,75,9.35,5.0,3,1.35,3,0,2-4,0.17002360346184106,1.246078431372549,0.2118627450980392,0.08498183286233348,2.3367924528301884,0.19858490566037737,0.04501685122773231,2.769333333333333,0.12466666666666666,587.5,286,53.36,0.09082553191489362,2.054195804195804,0.18657342657342657,0.21634042553191488,0.4049850074962519,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q4 (127-243 days),Q1 (-0-8 min),Q2 (52-59$)
ND,101,415,No,Yes,28,105.9,132,18.0,231.7,107,19.69,281.3,120,12.66,10.7,5,2.89,1,0,0-1,0.16997167138810199,0.8022727272727274,0.13636363636363635,0.08498057833405266,2.1654205607476635,0.18401869158878506,0.045005332385353716,2.3441666666666667,0.1055,629.6000000000001,364,53.239999999999995,0.08456162642947901,1.72967032967033,0.14626373626373626,0.16820203303684877,0.33809166040571004,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q3 (100-127 days),Q3 (10-12 min),Q2 (52-59$)
VA,136,408,No,No,0,142.3,79,24.19,158.0,113,13.43,177.5,75,7.99,6.0,11,1.62,2,0,2-4,0.16999297259311313,1.8012658227848102,0.30620253164556965,0.08499999999999999,1.3982300884955752,0.1188495575221239,0.04501408450704225,2.3666666666666667,0.10653333333333334,483.8,278,47.230000000000004,0.09762298470442332,1.7402877697841728,0.16989208633093528,0.2941298057048367,0.5121744653821724,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q4 (127-243 days),Q1 (-0-8 min),Q1 (23-52$)
UT,111,510,No,No,0,191.3,80,32.52,138.5,94,11.77,246.0,107,11.07,6.4,3,1.73,2,0,2-4,0.16999477260846838,2.3912500000000003,0.40650000000000003,0.08498194945848375,1.4734042553191489,0.1252127659574468,0.045,2.2990654205607477,0.10345794392523365,582.1999999999999,284,57.09,0.09805908622466508,2.05,0.20102112676056338,0.3285812435589145,0.5696269048870205,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q3 (100-127 days),Q1 (-0-8 min),Q2 (52-59$)
MA,132,408,No,Yes,36,201.9,93,34.32,156.3,75,13.29,131.3,92,5.91,13.7,5,3.7,0,0,0-1,0.1699851411589896,2.170967741935484,0.3690322580645161,0.08502879078694817,2.084,0.1772,0.04501142421934501,1.4271739130434784,0.0642391304347826,503.20000000000005,265,57.22,0.11371224165341812,1.898867924528302,0.2159245283018868,0.4012321144674086,0.599790283117791,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q4 (127-243 days),Q4 (12-20 min),Q2 (52-59$)
SD,128,415,No,No,0,247.3,91,42.04,182.7,60,15.53,143.2,112,6.44,14.7,2,3.97,3,0,2-4,0.16999595632834613,2.7175824175824177,0.46197802197802196,0.08500273672687465,3.045,0.2588333333333333,0.04497206703910615,1.2785714285714285,0.0575,587.9000000000001,265,67.98,0.11563191018880761,2.2184905660377363,0.2565283018867925,0.42064977036911033,0.6184171815239776,High Day Minutes,High CS Calls,2-3,Q4 (216-351 min),Q4 (127-243 days),Q4 (12-20 min),Q4 (67-96$)
AL,92,408,No,Yes,38,242.2,96,41.17,159.7,144,13.57,210.0,108,9.45,8.9,1,2.4,1,0,0-1,0.16998348472336913,2.5229166666666667,0.4288541666666667,0.08497182216656231,1.1090277777777777,0.09423611111111112,0.045,1.9444444444444444,0.0875,620.8,349,66.59,0.10726481958762887,1.7787965616045844,0.1908022922636103,0.3901417525773196,0.6182610001501727,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
AL,197,415,Yes,No,0,127.3,80,21.64,222.3,115,18.9,173.9,95,7.83,13.7,5,3.7,5,1,5+,0.16999214454045564,1.59125,0.2705,0.08502024291497974,1.9330434782608696,0.1643478260869565,0.04502587694077056,1.8305263157894738,0.08242105263157895,537.2,295,52.07,0.09692851824274012,1.8210169491525425,0.1765084745762712,0.2369694713328369,0.4155943921643941,Low Day Minutes,High CS Calls,4-5,Q1 (-0-143 min),Q4 (127-243 days),Q4 (12-20 min),Q1 (23-52$)
SC,99,415,No,Yes,33,179.1,93,30.45,238.3,102,20.26,165.7,96,7.46,10.6,1,2.86,2,0,2-4,0.17001675041876047,1.9258064516129032,0.32741935483870965,0.08501888375996643,2.3362745098039217,0.19862745098039217,0.04502112251056126,1.7260416666666665,0.07770833333333334,593.6999999999999,292,61.03,0.10279602492841504,2.0332191780821915,0.2090068493150685,0.30166750884284993,0.49893495002457805,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q2 (73-100 days),Q3 (10-12 min),Q3 (59-67$)
FL,106,415,No,Yes,31,197.4,125,33.56,123.4,110,10.49,115.6,101,5.2,12.3,4,3.32,3,0,2-4,0.17001013171225937,1.5792,0.26848,0.08500810372771475,1.1218181818181818,0.09536363636363636,0.04498269896193772,1.1445544554455445,0.05148514851485149,448.7,340,52.57000000000001,0.11716068642745711,1.319705882352941,0.15461764705882355,0.43993759750390016,0.6383869126878448,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q3 (100-127 days),Q4 (12-20 min),Q2 (52-59$)
UT,78,415,No,No,0,193.1,85,32.83,172.1,105,14.63,129.6,119,5.83,10.2,1,2.75,0,0,0-1,0.17001553599171412,2.2717647058823527,0.38623529411764707,0.08500871586287043,1.639047619047619,0.13933333333333334,0.04498456790123457,1.0890756302521007,0.04899159663865546,504.99999999999994,310,56.04,0.11097029702970299,1.629032258064516,0.18077419354838709,0.3823762376237624,0.5858315488936474,High Day Minutes,Low CS Calls,0-1,Q3 (180-216 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
NY,98,408,No,No,0,171.7,99,29.19,174.8,87,14.86,189.6,130,8.53,7.8,6,2.11,1,0,0-1,0.17000582411182297,1.7343434343434343,0.29484848484848486,0.08501144164759725,2.0091954022988507,0.17080459770114942,0.044989451476793244,1.4584615384615385,0.06561538461538462,543.9,322,54.69,0.1005515719801434,1.6891304347826086,0.1698447204968944,0.31568302996874426,0.5337356006582556,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q2 (73-100 days),Q1 (-0-8 min),Q2 (52-59$)
MS,17,408,No,Yes,35,198.5,123,33.75,270.6,74,23.0,209.9,130,9.45,8.1,10,2.19,1,0,0-1,0.17002518891687657,1.613821138211382,0.27439024390243905,0.08499630450849963,3.656756756756757,0.3108108108108108,0.0450214387803716,1.6146153846153846,0.07269230769230768,687.1,337,68.39,0.09953427448697423,2.038872403560831,0.20293768545994065,0.288895357298792,0.4934932007603451,High Day Minutes,High CS Calls,0-1,Q3 (180-216 min),Q1 (1-73 days),Q1 (-0-8 min),Q4 (67-96$)
NH,56,415,No,Yes,24,121.7,87,20.69,184.0,76,15.64,266.6,98,12.0,12.7,3,3.43,1,0,0-1,0.17000821692686935,1.3988505747126436,0.237816091954023,0.085,2.4210526315789473,0.20578947368421052,0.0450112528132033,2.7204081632653065,0.12244897959183673,585.0,264,51.76,0.08847863247863247,2.215909090909091,0.19606060606060605,0.20803418803418805,0.39972952086553326,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q1 (1-73 days),Q4 (12-20 min),Q1 (23-52$)
VA,84,415,No,No,0,130.2,105,22.13,278.0,60,23.63,305.4,74,13.74,14.0,6,3.78,2,0,2-4,0.16996927803379416,1.24,0.21076190476190476,0.08499999999999999,4.633333333333334,0.3938333333333333,0.044990176817288806,4.127027027027027,0.18567567567567567,727.5999999999999,245,63.28,0.0869708631115998,2.9697959183673466,0.2582857142857143,0.17894447498625618,0.3497155499367888,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q4 (12-20 min),Q3 (59-67$)
VT,95,510,No,No,0,203.4,96,34.58,168.6,61,14.33,173.0,105,7.79,13.7,3,3.7,2,0,2-4,0.17000983284169124,2.11875,0.3602083333333333,0.08499406880189798,2.763934426229508,0.23491803278688525,0.045028901734104045,1.6476190476190475,0.0741904761904762,558.7,265,60.4,0.1081081081081081,2.108301886792453,0.22792452830188678,0.36405942366207267,0.5725165562913908,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q2 (73-100 days),Q4 (12-20 min),Q3 (59-67$)
NV,76,510,Yes,No,0,241.0,120,40.97,231.8,96,19.7,220.2,67,9.91,9.9,1,2.67,1,1,0-1,0.16999999999999998,2.0083333333333333,0.34141666666666665,0.08498705780845556,2.4145833333333333,0.20520833333333333,0.04500454132606722,3.2865671641791043,0.14791044776119402,702.9,284,73.25,0.1042111253378859,2.475,0.2579225352112676,0.34286527244273723,0.5593174061433447,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q2 (8-10 min),Q4 (67-96$)
WV,93,415,No,No,0,141.7,95,24.09,221.0,100,18.79,227.1,71,10.22,10.2,3,2.75,0,0,0-1,0.17000705716302048,1.491578947368421,0.25357894736842107,0.08502262443438914,2.21,0.18789999999999998,0.04500220167327169,3.1985915492957746,0.143943661971831,600.0,269,55.849999999999994,0.09308333333333332,2.2304832713754648,0.20762081784386616,0.23616666666666664,0.4313339301700985,Low Day Minutes,Low CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q2 (8-10 min),Q2 (52-59$)
WA,83,408,No,No,0,134.8,96,22.92,167.2,78,14.21,161.5,123,7.27,7.7,5,2.08,2,0,2-4,0.17002967359050444,1.4041666666666668,0.23875000000000002,0.08498803827751197,2.1435897435897435,0.1821794871794872,0.04501547987616099,1.3130081300813008,0.05910569105691057,471.2,302,46.480000000000004,0.09864176570458405,1.5602649006622515,0.15390728476821194,0.28607809847198645,0.49311531841652323,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q1 (-0-8 min),Q1 (23-52$)
KS,123,415,No,No,0,163.1,119,27.73,249.4,51,21.2,168.2,77,7.57,9.0,10,2.43,1,0,0-1,0.17001839362354385,1.3705882352941177,0.23302521008403362,0.08500400962309543,4.890196078431373,0.4156862745098039,0.04500594530321047,2.1844155844155844,0.09831168831168832,589.7,257,58.93,0.09993216889944039,2.2945525291828797,0.22929961089494164,0.2765813125317958,0.47055828949601225,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q3 (100-127 days),Q2 (8-10 min),Q2 (52-59$)
VT,64,408,No,No,0,145.5,116,24.74,228.4,110,19.41,273.4,91,12.3,8.9,8,2.4,1,0,0-1,0.17003436426116839,1.2543103448275863,0.2132758620689655,0.08498248686514887,2.0763636363636366,0.17645454545454545,0.04498902706656913,3.004395604395604,0.13516483516483518,656.1999999999999,325,58.85,0.08968302346845475,2.019076923076923,0.18107692307692308,0.22173117951843951,0.42039082412914186,Low Day Minutes,High CS Calls,0-1,Q2 (143-180 min),Q1 (1-73 days),Q2 (8-10 min),Q2 (52-59$)
OK,82,510,No,No,0,329.8,73,56.07,208.3,120,17.71,267.1,102,12.02,10.6,6,2.86,0,1,0-1,0.17001212856276532,4.517808219178082,0.7680821917808219,0.08502160345655305,1.7358333333333333,0.14758333333333334,0.04500187195806813,2.618627450980392,0.11784313725490196,815.8000000000001,301,88.66,0.10867859769551359,2.7102990033222594,0.29455149501661126,0.4042657514096592,0.6324159711256486,High Day Minutes,Low CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q3 (10-12 min),Q4 (67-96$)
CO,110,510,No,No,0,131.9,93,22.42,272.7,106,23.18,192.8,105,8.68,7.1,4,1.92,1,0,0-1,0.16997725549658832,1.4182795698924733,0.2410752688172043,0.085001833516685,2.572641509433962,0.21867924528301885,0.0450207468879668,1.8361904761904764,0.08266666666666667,604.5000000000001,308,56.2,0.09296939619520263,1.962662337662338,0.18246753246753247,0.2181968569065343,0.398932384341637,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q3 (100-127 days),Q1 (-0-8 min),Q2 (52-59$)
TN,47,415,No,Yes,30,196.6,93,33.42,241.4,140,20.52,226.0,118,10.17,12.9,4,3.48,2,0,2-4,0.16998982706002036,2.1139784946236557,0.35935483870967744,0.08500414250207125,1.7242857142857144,0.14657142857142857,0.045,1.9152542372881356,0.0861864406779661,676.9,355,67.59,0.09985226769094402,1.9067605633802815,0.1903943661971831,0.2904417196040774,0.4944518419884598,High Day Minutes,High CS Calls,2-3,Q3 (180-216 min),Q1 (1-73 days),Q4 (12-20 min),Q4 (67-96$)
KY,115,510,No,No,0,99.7,107,16.95,145.1,96,12.33,149.4,99,6.72,14.1,4,3.81,2,0,2-4,0.1700100300902708,0.9317757009345795,0.158411214953271,0.08497587870434184,1.5114583333333333,0.1284375,0.044979919678714855,1.509090909090909,0.06787878787878787,408.30000000000007,306,39.81,0.09750183688464363,1.3343137254901962,0.13009803921568627,0.24418319862845944,0.4257724189902034,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q3 (100-127 days),Q4 (12-20 min),Q1 (23-52$)
PA,69,415,No,No,0,143.6,88,24.41,141.8,86,12.05,194.0,83,8.73,10.8,5,2.92,3,0,2-4,0.16998607242339833,1.6318181818181818,0.27738636363636365,0.08497884344146685,1.6488372093023258,0.14011627906976745,0.045000000000000005,2.3373493975903616,0.10518072289156627,490.2,262,48.11,0.0981436148510812,1.8709923664122137,0.18362595419847327,0.29294165646674825,0.5073789233007691,Low Day Minutes,High CS Calls,2-3,Q2 (143-180 min),Q1 (1-73 days),Q3 (10-12 min),Q1 (23-52$)
CT,90,415,No,No,0,37.8,80,6.43,155.3,105,13.2,175.0,111,7.88,14.2,5,3.83,3,0,2-4,0.17010582010582012,0.4725,0.080375,0.08499678042498389,1.4790476190476192,0.1257142857142857,0.045028571428571425,1.5765765765765767,0.07099099099099099,382.3,301,31.339999999999996,0.08197750457755688,1.2700996677740863,0.10411960132890365,0.09887522887784461,0.2051691129546905,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q4 (12-20 min),Q1 (23-52$)
MN,98,415,No,No,0,72.8,107,12.38,186.4,103,15.84,175.3,110,7.89,10.5,4,2.84,3,0,2-4,0.17005494505494506,0.6803738317757009,0.11570093457943927,0.08497854077253218,1.8097087378640777,0.1537864077669903,0.04500855675984027,1.5936363636363637,0.07172727272727272,445.0,324,38.95,0.08752808988764045,1.373456790123457,0.12021604938271606,0.16359550561797753,0.31784338896020536,Low Day Minutes,High CS Calls,2-3,Q1 (-0-143 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
WY,90,408,No,Yes,39,94.8,89,16.12,219.1,91,18.62,197.4,65,8.88,11.4,5,3.08,1,0,0-1,0.17004219409282703,1.0651685393258428,0.181123595505618,0.08498402555910543,2.4076923076923076,0.20461538461538462,0.044984802431610946,3.036923076923077,0.13661538461538464,522.6999999999999,250,46.7,0.08934379185000958,2.0907999999999998,0.18680000000000002,0.181365984312225,0.34518201284796574,Low Day Minutes,High CS Calls,0-1,Q1 (-0-143 min),Q2 (73-100 days),Q3 (10-12 min),Q1 (23-52$)
PA,174,415,No,Yes,15,221.8,143,37.71,210.6,115,17.9,221.8,109,9.98,12.4,9,3.35,1,0,0-1,0.1700180342651037,1.5510489510489511,0.2637062937062937,0.08499525166191832,1.8313043478260869,0.15565217391304348,0.044995491433724076,2.034862385321101,0.09155963302752294,666.6,376,68.94,0.10342034203420342,1.772872340425532,0.18335106382978722,0.3327332733273327,0.5469973890339426,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q4 (127-243 days),Q4 (12-20 min),Q4 (67-96$)
PA,79,415,No,No,0,268.3,114,45.61,185.5,111,15.77,264.6,88,11.91,6.3,7,1.7,1,1,0-1,0.16999627282892285,2.3535087719298247,0.4000877192982456,0.08501347708894878,1.6711711711711712,0.14207207207207206,0.04501133786848072,3.0068181818181823,0.1353409090909091,724.7,320,74.99,0.1034773009521181,2.2646875,0.23434375,0.3702221608941631,0.6082144285904788,High Day Minutes,High CS Calls,0-1,Q4 (216-351 min),Q2 (73-100 days),Q1 (-0-8 min),Q4 (67-96$)
VT,99,415,No,No,0,115.5,75,19.64,218.1,111,18.54,254.9,98,11.47,11.5,7,3.11,7,1,5+,0.17004329004329005,1.54,0.2618666666666667,0.08500687757909216,1.9648648648648648,0.16702702702702701,0.04499803844644959,2.6010204081632655,0.11704081632653061,600.0,291,52.76,0.08793333333333334,2.0618556701030926,0.1813058419243986,0.1925,0.3722517058377559,Low Day Minutes,High CS Calls,6-10,Q1 (-0-143 min),Q2 (73-100 days),Q3 (10-12 min),Q2 (52-59$)
