State,Account length,Area code,International plan,Voice mail plan,Number vmail messages,Total day minutes,Total day calls,Total day charge,Total eve minutes,Total eve calls,Total eve charge,Total night minutes,Total night calls,Total night charge,Total intl minutes,Total intl calls,Total intl charge,Customer service calls,Churn,total_minutes,total_calls,total_charge,day_charge_per_min,day_min_per_call,day_charge_per_call,eve_charge_per_min,eve_min_per_call,eve_charge_per_call,night_charge_per_min,night_min_per_call,night_charge_per_call,total_charge_per_min,total_min_per_call,total_charge_per_call,day_minutes_ratio,day_charge_ratio,predicted_proba,predicted_label
HI,104,408,No,No,0,170.6,97,29.0,162.1,111,13.78,210.7,131,9.48,6.1,1,1.65,1,False,549.5,340,53.910000000000004,0.16998827667057445,1.7587628865979381,0.29896907216494845,0.08500925354719309,1.4603603603603603,0.12414414414414414,0.04499288087327955,1.6083969465648853,0.07236641221374046,0.0981073703366697,1.6161764705882353,0.15855882352941178,0.31046405823475887,0.5379335930254127,0.017302146664494332,0
NJ,106,415,No,No,0,191.4,124,32.54,200.7,116,17.06,230.1,76,10.35,8.2,3,2.21,1,False,630.4000000000001,319,62.16,0.17001044932079415,1.5435483870967743,0.26241935483870965,0.08500249128051819,1.7301724137931034,0.14706896551724136,0.044980443285528034,3.0276315789473682,0.1361842105263158,0.09860406091370556,1.976175548589342,0.194858934169279,0.3036167512690355,0.5234877734877735,0.02894652635182917,0
MS,84,510,No,No,0,75.3,96,12.8,179.9,113,15.29,193.8,134,8.72,12.3,1,3.32,1,False,461.3,344,40.13,0.16998671978751662,0.7843749999999999,0.13333333333333333,0.08499166203446358,1.5920353982300885,0.13530973451327433,0.04499484004127967,1.446268656716418,0.06507462686567164,0.08699327986126165,1.3409883720930234,0.11665697674418606,0.16323433774116625,0.3189633690505856,0.041413934899830696,0
MN,99,408,No,No,0,128.8,86,21.9,203.9,105,17.33,282.6,131,12.72,14.1,4,3.81,2,False,629.4000000000001,326,55.76,0.1700310559006211,1.4976744186046513,0.25465116279069766,0.08499264345267286,1.941904761904762,0.16504761904761903,0.04501061571125265,2.1572519083969466,0.09709923664122137,0.08859231013663806,1.930674846625767,0.17104294478527607,0.2046393390530664,0.39275466284074606,0.03210580492473632,0
RI,134,415,No,No,0,141.7,95,24.09,205.6,101,17.48,218.5,60,9.83,8.8,6,2.38,0,False,574.5999999999999,262,53.78,0.17000705716302048,1.491578947368421,0.25357894736842107,0.08501945525291829,2.0356435643564357,0.17306930693069308,0.044988558352402744,3.6416666666666666,0.16383333333333333,0.09359554472676647,2.1931297709923663,0.20526717557251908,0.24660633484162897,0.4479360357010041,0.019982857246531097,0
NJ,80,415,No,No,0,268.7,120,45.68,301.0,147,25.59,167.0,140,7.52,5.8,1,1.57,2,True,742.5,408,80.35999999999999,0.17000372162262747,2.2391666666666667,0.38066666666666665,0.08501661129568107,2.0476190476190474,0.17408163265306123,0.04502994011976048,1.1928571428571428,0.053714285714285714,0.1082289562289562,1.8198529411764706,0.19696078431372546,0.36188552188552187,0.5684420109507219,0.9508076788452583,1
MN,85,415,No,No,0,255.3,114,43.4,194.6,83,16.54,276.6,78,12.45,3.7,5,1.0,3,False,730.2,280,73.39,0.1699960830395613,2.2394736842105263,0.3807017543859649,0.08499486125385405,2.344578313253012,0.19927710843373492,0.04501084598698481,3.5461538461538464,0.1596153846153846,0.10050671049027664,2.607857142857143,0.26210714285714287,0.3496302382908792,0.5913612208747786,0.5879464528866373,1
WI,120,408,No,Yes,26,239.4,94,40.7,259.4,88,22.05,238.0,132,10.71,7.7,3,2.08,0,False,744.5,317,75.54,0.17000835421888055,2.546808510638298,0.43297872340425536,0.08500385505011566,2.9477272727272723,0.2505681818181818,0.045000000000000005,1.803030303030303,0.08113636363636365,0.10146406984553392,2.3485804416403786,0.23829652996845427,0.3215580926796508,0.5387873974053482,0.030936316285157528,0
KS,120,510,No,No,0,158.0,110,26.86,197.0,103,16.75,154.9,132,6.97,10.0,5,2.7,1,False,519.9,350,53.28,0.16999999999999998,1.4363636363636363,0.24418181818181817,0.0850253807106599,1.912621359223301,0.16262135922330098,0.044996772111039376,1.1734848484848486,0.0528030303030303,0.10248124639353723,1.4854285714285713,0.15222857142857144,0.3039045970378919,0.5041291291291291,0.016642444910028645,0
NJ,125,415,No,No,0,182.3,64,30.99,139.8,121,11.88,171.6,96,7.72,11.6,7,3.13,2,False,505.30000000000007,288,53.72,0.16999451453647832,2.8484375,0.48421875,0.08497854077253218,1.1553719008264465,0.09818181818181819,0.04498834498834499,1.7874999999999999,0.08041666666666666,0.1063130813378191,1.7545138888888892,0.18652777777777776,0.3607757767662774,0.5768801191362621,0.008627345711673867,0
ND,118,415,No,Yes,39,91.5,125,15.56,219.9,113,18.69,229.0,99,10.31,12.7,8,3.43,2,False,553.1,345,47.99,0.1700546448087432,0.732,0.12448000000000001,0.08499317871759891,1.9460176991150444,0.16539823008849558,0.04502183406113537,2.313131313131313,0.10414141414141415,0.08676550352558307,1.6031884057971015,0.13910144927536233,0.16543120593021152,0.3242342154615545,0.022658862114879868,0
WY,62,415,No,No,0,172.4,132,29.31,230.5,100,19.59,228.2,109,10.27,11.0,5,2.97,0,False,642.0999999999999,346,62.14,0.17001160092807424,1.3060606060606061,0.22204545454545455,0.08498915401301518,2.305,0.1959,0.04500438212094654,2.093577981651376,0.09422018348623853,0.09677620308363184,1.855780346820809,0.17959537572254336,0.2684940040492136,0.4716768587061474,0.034756641583310155,0
LA,112,510,No,No,0,174.5,127,29.67,259.3,71,22.04,170.5,120,7.67,11.3,7,3.05,1,False,615.5999999999999,325,62.43,0.17002865329512895,1.374015748031496,0.2336220472440945,0.08499807173158502,3.6521126760563383,0.3104225352112676,0.04498533724340176,1.4208333333333334,0.06391666666666666,0.1014132553606238,1.8941538461538459,0.1920923076923077,0.2834632878492528,0.4752522825564633,0.01726068492391648,0
AL,68,510,No,No,0,157.3,83,26.74,220.9,85,18.78,218.9,129,9.85,12.0,7,3.24,1,False,609.1,304,58.61,0.16999364272091544,1.8951807228915665,0.3221686746987952,0.0850158442734269,2.598823529411765,0.22094117647058825,0.044997715851987204,1.6968992248062016,0.07635658914728682,0.09622393695616482,2.0036184210526318,0.19279605263157895,0.25824987686750944,0.45623613717795597,0.021563800058478785,0
TX,201,415,No,Yes,21,192.0,97,32.64,239.1,81,20.32,116.1,125,5.22,15.1,3,4.08,1,False,562.3000000000001,306,62.26,0.17,1.9793814432989691,0.33649484536082475,0.0849853617733166,2.9518518518518517,0.2508641975308642,0.04496124031007752,0.9288,0.04176,0.11072381291125732,1.8375816993464054,0.2034640522875817,0.3414547394629201,0.5242531320269836,0.03652943401603041,0
AR,116,510,No,No,0,160.7,69,27.32,146.8,106,12.48,287.8,144,12.95,8.2,5,2.21,0,False,603.5,324,54.96,0.17000622277535782,2.3289855072463768,0.39594202898550723,0.08501362397820163,1.3849056603773586,0.11773584905660378,0.04499652536483669,1.9986111111111111,0.08993055555555556,0.09106876553438277,1.8626543209876543,0.16962962962962963,0.2662800331400165,0.49708879184861715,0.023516500102488395,0
GA,133,510,No,No,0,227.4,90,38.66,73.2,135,6.22,114.3,99,5.14,4.7,7,1.27,0,False,419.6,331,51.29,0.1700087950747581,2.526666666666667,0.4295555555555555,0.0849726775956284,0.5422222222222223,0.04607407407407407,0.044969378827646546,1.1545454545454545,0.051919191919191914,0.12223546234509056,1.2676737160120846,0.1549546827794562,0.5419447092469017,0.7537531682589198,0.009730607777230045,0
KY,125,408,No,No,0,191.6,115,32.57,205.6,108,17.48,210.2,123,9.46,9.2,3,2.48,2,False,616.6,349,61.989999999999995,0.16998956158663883,1.666086956521739,0.2832173913043478,0.08501945525291829,1.9037037037037037,0.16185185185185186,0.045004757373929595,1.7089430894308941,0.07691056910569107,0.10053519299383716,1.7667621776504299,0.17762177650429797,0.31073629581576384,0.5254073237618971,0.029142624602488894,0
NE,21,510,No,No,0,225.0,110,38.25,244.2,111,20.76,221.2,93,9.95,10.7,4,2.89,0,False,701.1,318,71.85000000000001,0.17,2.0454545454545454,0.3477272727272727,0.08501228501228503,2.1999999999999997,0.18702702702702703,0.04498191681735986,2.378494623655914,0.10698924731182795,0.10248181429182714,2.2047169811320755,0.22594339622641513,0.3209242618741977,0.5323590814196242,0.23863533920224295,0
ND,110,408,No,No,0,196.1,103,33.34,199.7,123,16.97,135.9,71,6.12,12.9,1,3.48,3,False,544.5999999999999,298,59.91,0.17001529831718512,1.903883495145631,0.3236893203883495,0.08497746619929895,1.6235772357723577,0.13796747967479675,0.045033112582781455,1.9140845070422536,0.08619718309859155,0.11000734484024974,1.8275167785234896,0.20104026845637582,0.360080793242747,0.556501418794859,0.019186570699967473,0
NH,83,415,No,No,0,231.3,100,39.32,210.4,84,17.88,217.4,106,9.78,12.4,2,3.35,3,False,671.5,292,70.33,0.1699956766104626,2.313,0.3932,0.08498098859315589,2.5047619047619047,0.21285714285714286,0.04498620055197792,2.050943396226415,0.09226415094339623,0.10473566641846611,2.2996575342465753,0.24085616438356164,0.3444527177959792,0.559078629318925,0.07682620118879573,0
IN,101,415,No,Yes,42,209.2,82,35.56,159.7,74,13.57,181.6,100,8.17,9.5,3,2.57,0,False,560.0,259,59.870000000000005,0.16998087954110902,2.551219512195122,0.4336585365853659,0.08497182216656231,2.158108108108108,0.1833783783783784,0.04498898678414097,1.8159999999999998,0.0817,0.10691071428571429,2.1621621621621623,0.2311583011583012,0.37357142857142855,0.5939535660597962,0.024081010884952975,0
OR,117,415,No,Yes,17,221.3,82,37.62,167.6,100,14.25,262.7,87,11.82,4.4,4,1.19,0,False,655.9999999999999,273,64.88,0.16999548124717576,2.698780487804878,0.458780487804878,0.08502386634844869,1.676,0.1425,0.0449942900647126,3.0195402298850573,0.13586206896551725,0.09890243902439025,2.4029304029304024,0.23765567765567763,0.3373475609756098,0.5798397040690506,0.012723357079970276,0
OH,127,408,No,No,0,139.6,94,23.73,240.9,112,20.48,127.1,88,5.72,8.8,4,2.38,2,False,516.4,298,52.31,0.16998567335243553,1.4851063829787234,0.2524468085106383,0.0850145288501453,2.1508928571428574,0.18285714285714286,0.04500393391030685,1.4443181818181818,0.065,0.10129744384198297,1.7328859060402684,0.17553691275167785,0.2703330751355538,0.4536417510992162,0.012140993289993789,0
KS,138,510,No,Yes,26,183.9,83,31.26,240.7,93,20.46,185.7,125,8.36,15.0,3,4.05,1,False,625.3,304,64.13,0.1699836867862969,2.2156626506024097,0.3766265060240964,0.08500207727461571,2.5881720430107524,0.22,0.04501884760366182,1.4855999999999998,0.06688,0.10255877178954102,2.0569078947368418,0.21095394736842105,0.29409883256037106,0.48744737252455955,0.057252095454289074,0
TX,120,415,No,No,0,203.3,108,34.56,259.9,66,22.09,115.9,103,5.22,7.8,2,2.11,3,False,586.9,279,63.980000000000004,0.16999508116084605,1.8824074074074075,0.32,0.0849942285494421,3.9378787878787875,0.3346969696969697,0.0450388265746333,1.125242718446602,0.050679611650485436,0.1090134605554609,2.103584229390681,0.22931899641577064,0.34639631964559553,0.5401688027508597,0.016492208376340918,0
DC,141,415,No,Yes,37,185.4,87,31.52,178.5,128,15.17,218.3,107,9.82,8.0,3,2.16,4,False,590.2,325,58.67,0.17001078748651563,2.1310344827586207,0.3622988505747126,0.0849859943977591,1.39453125,0.118515625,0.04498396701786532,2.0401869158878507,0.09177570093457944,0.09940698068451372,1.816,0.18052307692307692,0.31413080311758723,0.5372422021476052,0.3951192720200671,0
OR,87,510,No,Yes,22,240.8,102,40.94,75.9,106,6.45,224.6,115,10.11,7.1,3,1.92,2,False,548.4000000000001,326,59.42,0.17001661129568105,2.3607843137254902,0.40137254901960784,0.08498023715415019,0.7160377358490566,0.060849056603773585,0.045013357079252005,1.9530434782608694,0.08791304347826086,0.10835156819839532,1.6822085889570555,0.18226993865030675,0.43909555069292483,0.6889936048468529,0.017033781045789214,0
WA,97,408,No,No,0,276.1,82,46.94,201.1,106,17.09,231.3,73,10.41,8.9,4,2.4,0,True,717.4,265,76.84,0.17001086562839549,3.3670731707317074,0.5724390243902439,0.08498259572352064,1.8971698113207547,0.16122641509433963,0.045006485084306096,3.168493150684932,0.1426027397260274,0.1071090047393365,2.7071698113207545,0.2899622641509434,0.38486200167270707,0.6108797501301405,0.9299513574369345,1
NC,162,408,No,Yes,26,179.7,144,30.55,218.1,129,18.54,212.3,105,9.55,9.3,8,2.51,1,True,619.3999999999999,386,61.15,0.17000556483027268,1.2479166666666666,0.21215277777777777,0.08500687757909216,1.6906976744186046,0.14372093023255814,0.044983513895430996,2.021904761904762,0.09095238095238097,0.09872457216661287,1.604663212435233,0.15841968911917098,0.29011947045527936,0.49959116925592806,0.02091251606016987,0
TX,119,510,No,No,0,81.9,75,13.92,253.8,114,21.57,213.1,125,9.59,8.9,1,2.4,2,True,557.7,315,47.48,0.16996336996336994,1.092,0.1856,0.08498817966903073,2.2263157894736842,0.18921052631578947,0.045002346316283436,1.7047999999999999,0.07672,0.08513537744306973,1.7704761904761905,0.15073015873015871,0.14685314685314685,0.29317607413647856,0.022771656217422716,0
WI,107,510,No,Yes,25,248.6,91,42.26,119.3,115,10.14,194.3,83,8.74,12.0,1,3.24,1,False,574.2,290,64.38,0.16999195494770716,2.731868131868132,0.4643956043956044,0.08499580888516346,1.037391304347826,0.08817391304347827,0.04498198661863098,2.3409638554216867,0.10530120481927711,0.11212121212121211,1.9800000000000002,0.22199999999999998,0.43295019157088116,0.6564150357253805,0.014958998351466008,0
SC,140,510,No,Yes,28,157.1,77,26.71,172.4,97,14.65,184.5,94,8.3,11.1,9,3.0,1,False,525.1,277,52.66,0.17001909611712288,2.04025974025974,0.3468831168831169,0.0849767981438515,1.777319587628866,0.15103092783505154,0.04498644986449865,1.9627659574468086,0.08829787234042553,0.10028565987430964,1.8956678700361012,0.19010830324909747,0.2991811083603123,0.5072161033042157,0.014826613849621608,0
SD,91,415,No,No,0,153.0,123,26.01,141.1,127,11.99,171.5,76,7.72,10.3,15,2.78,1,True,475.90000000000003,341,48.5,0.17,1.2439024390243902,0.21146341463414636,0.08497519489723601,1.111023622047244,0.09440944881889764,0.04501457725947522,2.2565789473684212,0.10157894736842105,0.10191216642151711,1.395601173020528,0.14222873900293256,0.3214961126287035,0.5362886597938145,0.006782796418466846,0
OH,135,415,No,No,0,218.8,123,37.2,242.8,64,20.64,85.8,80,3.86,10.3,3,2.78,4,False,557.6999999999999,270,64.48,0.170018281535649,1.7788617886178864,0.30243902439024395,0.08500823723228995,3.79375,0.3225,0.04498834498834499,1.0725,0.04825,0.11561771561771564,2.065555555555555,0.23881481481481484,0.3923256230948539,0.576923076923077,0.04914354663186091,0
HI,86,408,No,Yes,21,197.9,99,33.64,165.6,100,14.08,208.0,120,9.36,10.1,9,2.73,0,False,581.6,328,59.809999999999995,0.16998484082870136,1.998989898989899,0.3397979797979798,0.08502415458937199,1.656,0.1408,0.045,1.7333333333333334,0.078,0.10283700137551581,1.773170731707317,0.18234756097560975,0.34026822558459424,0.5624477512121719,0.01447305782231874,0
KY,131,415,No,No,0,166.5,129,28.31,210.2,107,17.87,257.2,93,11.57,9.9,5,2.67,1,False,643.8,334,60.42,0.17003003003003003,1.2906976744186047,0.21945736434108526,0.08501427212178878,1.964485981308411,0.16700934579439253,0.044984447900466566,2.7655913978494624,0.12440860215053763,0.09384902143522834,1.9275449101796407,0.1808982035928144,0.25862068965517243,0.4685534591194968,0.02670572907482079,0
OH,86,415,No,Yes,29,225.4,79,38.32,187.1,112,15.9,281.1,112,12.65,12.9,3,3.48,1,False,706.5,306,70.35000000000001,0.17000887311446317,2.8531645569620254,0.4850632911392405,0.08498129342597542,1.6705357142857142,0.1419642857142857,0.04500177872643187,2.5098214285714286,0.11294642857142857,0.09957537154989385,2.3088235294117645,0.22990196078431374,0.31903750884642607,0.5447050461975834,0.030049416590694628,0
AL,85,415,No,No,0,210.3,66,35.75,195.8,76,16.64,221.6,82,9.97,11.2,7,3.02,1,False,638.9000000000001,231,65.38,0.16999524488825488,3.1863636363636365,0.5416666666666666,0.08498467824310521,2.5763157894736843,0.21894736842105264,0.04499097472924188,2.7024390243902436,0.12158536585365855,0.10233213335420252,2.765800865800866,0.283030303030303,0.3291594928783847,0.5468033037626185,0.022731961562020214,0
VT,195,415,No,Yes,36,231.7,110,39.39,225.1,88,19.13,201.7,89,9.08,12.1,2,3.27,0,False,670.6,289,70.86999999999999,0.1700043159257661,2.1063636363636364,0.35809090909090907,0.08498445135495335,2.5579545454545456,0.21738636363636363,0.0450173525037184,2.2662921348314606,0.10202247191011236,0.10568147927229345,2.320415224913495,0.24522491349480965,0.34551148225469724,0.5558064060956682,0.021053071415785215,0
ND,177,408,No,No,0,189.5,99,32.22,176.3,117,14.99,225.9,112,10.17,14.2,2,3.83,1,False,605.9000000000001,330,61.21,0.1700263852242744,1.9141414141414141,0.32545454545454544,0.08502552467385138,1.506837606837607,0.12811965811965811,0.0450199203187251,2.0169642857142858,0.09080357142857143,0.1010232711668592,1.8360606060606064,0.18548484848484847,0.31275788083842215,0.5263845776833851,0.02605071429698509,0
WA,100,408,No,No,0,70.8,94,12.04,215.6,102,18.33,230.8,125,10.39,9.5,1,2.57,6,True,526.7,322,43.33,0.17005649717514124,0.7531914893617021,0.1280851063829787,0.08501855287569572,2.1137254901960785,0.17970588235294116,0.04501733102253033,1.8464,0.08312,0.08226694513005504,1.635714285714286,0.13456521739130434,0.1344218720334156,0.2778675282714055,0.9782281779923556,1
CT,124,415,No,No,0,131.8,82,22.41,284.3,119,24.17,305.5,101,13.75,11.3,2,3.05,1,False,732.9,304,63.379999999999995,0.17003034901365705,1.6073170731707318,0.2732926829268293,0.08501582835033415,2.389075630252101,0.203109243697479,0.045008183306055646,3.0247524752475248,0.13613861386138615,0.08647837358439077,2.410855263157895,0.20848684210526314,0.17983353799972712,0.35358157147365105,0.025632387542585233,0
DE,81,510,Yes,No,0,250.6,85,42.6,187.9,50,15.97,120.3,131,5.41,7.8,5,2.11,1,False,566.5999999999999,271,66.09,0.16999201915403034,2.948235294117647,0.5011764705882353,0.08499201703033528,3.758,0.3194,0.04497090606816293,0.9183206106870229,0.041297709923664126,0.11664313448641019,2.0907749077490774,0.24387453874538748,0.44228732792093195,0.6445755787562415,0.11278787566131268,0
HI,105,415,No,No,0,281.3,124,47.82,301.5,96,25.63,202.8,109,9.13,8.7,3,2.35,0,True,794.3,332,84.92999999999999,0.16999644507643086,2.268548387096774,0.38564516129032256,0.08500829187396351,3.140625,0.26697916666666666,0.045019723865877714,1.8605504587155965,0.08376146788990826,0.10692433589323933,2.3924698795180723,0.25581325301204816,0.3541483066851316,0.5630519251148005,0.9949350783063948,1
MI,126,415,Yes,Yes,26,129.3,123,21.98,176.5,114,15.0,154.5,102,6.95,9.6,7,2.59,1,False,469.90000000000003,346,46.52000000000001,0.16999226604795048,1.051219512195122,0.17869918699186993,0.08498583569405099,1.5482456140350878,0.13157894736842105,0.04498381877022654,1.5147058823529411,0.06813725490196079,0.09899978718876358,1.358092485549133,0.13445086705202314,0.2751649287082358,0.4724849527085124,0.0172726621965679,0
ND,71,510,No,No,0,238.0,82,40.46,278.5,94,23.67,193.1,134,8.69,11.8,10,3.19,0,True,721.4,320,76.00999999999999,0.17,2.902439024390244,0.49341463414634146,0.08499102333931778,2.9627659574468086,0.2518085106382979,0.04500258933195236,1.441044776119403,0.06485074626865671,0.10536456889381757,2.254375,0.23753124999999997,0.3299140560022179,0.5322983817918696,0.792868653540829,1
NE,139,415,No,No,0,211.1,103,35.89,206.9,108,17.59,193.9,70,8.73,5.6,4,1.51,0,False,617.5,285,63.720000000000006,0.1700142112742776,2.049514563106796,0.3484466019417476,0.08501691638472691,1.9157407407407407,0.16287037037037036,0.04502320783909232,2.77,0.12471428571428572,0.10319028340080973,2.1666666666666665,0.22357894736842107,0.34186234817813765,0.5632454488386691,0.018914395950670928,0
NE,77,415,No,No,0,169.4,102,28.8,184.9,144,15.72,234.3,89,10.54,2.0,7,0.54,1,False,590.6,342,55.6,0.17001180637544275,1.6607843137254903,0.2823529411764706,0.08501892915089238,1.2840277777777778,0.10916666666666668,0.044985061886470334,2.6325842696629214,0.11842696629213482,0.09414155096512021,1.7269005847953216,0.16257309941520467,0.2868269556383339,0.5179856115107914,0.014051342309676777,0
KY,72,408,No,No,0,177.1,97,30.11,184.7,105,15.7,174.1,94,7.83,8.0,6,2.16,1,False,543.9,302,55.8,0.17001693958215697,1.8257731958762886,0.3104123711340206,0.08500270709258256,1.759047619047619,0.1495238095238095,0.04497415278575532,1.852127659574468,0.08329787234042553,0.10259238830667403,1.8009933774834437,0.18476821192052978,0.3256113256113256,0.5396057347670251,0.028955708809250334,0
KS,74,415,No,Yes,32,174.6,107,29.68,310.6,115,26.4,234.7,92,10.56,9.0,4,2.43,1,False,728.9000000000001,318,69.07000000000001,0.1699885452462772,1.6317757009345795,0.27738317757009345,0.08499678042498389,2.7008695652173915,0.22956521739130434,0.04499360886237751,2.551086956521739,0.11478260869565218,0.09475922623130745,2.2921383647798743,0.21720125786163524,0.23953903141720398,0.42970899087881853,0.009061028619110064,0
ND,124,415,No,No,0,150.3,101,25.55,255.9,112,21.75,136.7,62,6.15,12.5,4,3.38,2,False,555.4000000000001,279,56.83,0.16999334664005322,1.4881188118811883,0.252970297029703,0.08499413833528723,2.2848214285714286,0.19419642857142858,0.04498902706656913,2.204838709677419,0.09919354838709678,0.10232265034209577,1.9906810035842297,0.20369175627240144,0.27061577241627655,0.4495864860109098,0.02346418981658576,0
KY,113,408,No,Yes,20,157.8,83,26.83,161.5,56,13.73,271.5,100,12.22,8.7,2,2.35,5,True,599.5,241,55.13,0.1700253485424588,1.9012048192771085,0.32325301204819273,0.085015479876161,2.8839285714285716,0.24517857142857144,0.045009208103130756,2.715,0.1222,0.09195996663886573,2.487551867219917,0.22875518672199172,0.2632193494578816,0.48666787592962085,0.1784671458241679,0
ME,66,510,No,No,0,118.0,133,20.06,248.1,99,21.09,214.4,122,9.65,5.3,5,1.43,1,False,585.8,359,52.23,0.16999999999999998,0.8872180451127819,0.15082706766917292,0.08500604594921403,2.506060606060606,0.21303030303030304,0.04500932835820896,1.757377049180328,0.0790983606557377,0.0891601229088426,1.6317548746518105,0.14548746518105848,0.201433936497098,0.38407045759142255,0.01420663478234938,0
MT,124,415,No,Yes,30,144.5,35,24.57,262.3,101,22.3,226.5,82,10.19,12.0,7,3.24,2,False,645.3,225,60.300000000000004,0.17003460207612456,4.128571428571429,0.702,0.08501715592832634,2.597029702970297,0.2207920792079208,0.04498896247240618,2.7621951219512195,0.12426829268292683,0.09344490934449094,2.868,0.268,0.22392685572601892,0.40746268656716417,0.005168501784071861,0
IL,134,408,No,No,0,183.8,111,31.25,123.5,92,10.5,160.7,105,7.23,6.1,2,1.65,1,False,474.1,310,50.63,0.17002176278563655,1.655855855855856,0.28153153153153154,0.08502024291497975,1.3423913043478262,0.11413043478260869,0.04499066583696329,1.5304761904761903,0.06885714285714287,0.10679181607255853,1.5293548387096776,0.1633225806451613,0.3876819236448007,0.6172229903219435,0.00975402259596677,0
ME,41,415,No,Yes,30,191.7,109,32.59,193.0,86,16.41,149.4,93,6.72,11.1,4,3.0,1,False,545.2,292,58.72,0.17000521648408976,1.7587155963302752,0.29899082568807345,0.08502590673575129,2.244186046511628,0.1908139534883721,0.044979919678714855,1.6064516129032258,0.07225806451612903,0.10770359501100513,1.867123287671233,0.2010958904109589,0.3516140865737344,0.5550068119891008,0.03055257703775257,0
SC,159,415,No,Yes,23,153.6,93,26.11,216.9,88,18.44,161.3,91,7.26,12.6,3,3.4,2,False,544.4,275,55.209999999999994,0.16998697916666666,1.6516129032258065,0.280752688172043,0.08501613646841863,2.4647727272727273,0.20954545454545456,0.045009299442033475,1.7725274725274727,0.07978021978021978,0.10141440117560617,1.9796363636363636,0.20076363636363634,0.28214548126377664,0.47292157217895314,0.03164123932364268,0
IL,87,408,Yes,Yes,36,171.2,138,29.1,185.8,102,15.79,227.6,97,10.24,10.8,3,2.92,1,False,595.4,340,58.050000000000004,0.1699766355140187,1.2405797101449274,0.2108695652173913,0.08498385360602798,1.8215686274509806,0.15480392156862743,0.04499121265377856,2.3463917525773197,0.10556701030927836,0.09749748068525362,1.7511764705882353,0.17073529411764707,0.2875377897211958,0.5012919896640827,0.049958901311700915,0
WA,132,415,No,No,0,240.1,115,40.82,180.4,91,15.33,133.4,122,6.0,8.0,6,2.16,3,False,561.9,334,64.31,0.1700124947938359,2.0878260869565217,0.35495652173913045,0.08497782705099778,1.9824175824175825,0.16846153846153847,0.04497751124437781,1.0934426229508196,0.04918032786885246,0.11445096992347394,1.6823353293413172,0.19254491017964073,0.42730023135789286,0.6347379878712486,0.03331165752446972,0
NE,86,408,No,No,0,83.8,121,14.25,240.2,96,20.42,158.6,108,7.14,6.7,8,1.81,1,False,489.3,333,43.620000000000005,0.17004773269689738,0.6925619834710743,0.11776859504132231,0.08501248959200668,2.502083333333333,0.21270833333333336,0.045018915510718786,1.4685185185185186,0.0661111111111111,0.08914776210913551,1.4693693693693695,0.130990990990991,0.17126507255262619,0.32668500687757906,0.013562823596345397,0
IL,55,415,Yes,No,0,269.6,121,45.83,171.7,91,14.59,219.0,98,9.86,8.2,6,2.21,1,False,668.5,316,72.49,0.16999258160237388,2.2280991735537192,0.3787603305785124,0.08497379149679675,1.8868131868131868,0.16032967032967033,0.04502283105022831,2.2346938775510203,0.10061224489795918,0.10843679880329095,2.115506329113924,0.22939873417721518,0.40329094988780856,0.6322251345013106,0.2644311587040516,0
VT,101,415,No,No,0,136.2,92,23.15,220.9,110,18.78,196.9,116,8.86,13.3,7,3.59,3,False,567.3,325,54.379999999999995,0.16997063142437593,1.4804347826086954,0.25163043478260866,0.0850158442734269,2.0081818181818183,0.17072727272727273,0.04499746063991874,1.6974137931034483,0.07637931034482758,0.09585757095011457,1.7455384615384615,0.1673230769230769,0.24008461131676362,0.4257079808753218,0.01711707430528242,0
KS,94,408,No,No,0,269.2,104,45.76,193.8,144,16.47,257.6,61,11.59,8.9,2,2.4,3,True,729.5,311,76.22,0.1699851411589896,2.588461538461538,0.44,0.084984520123839,1.3458333333333334,0.11437499999999999,0.044992236024844715,4.222950819672132,0.19,0.10448252227553119,2.3456591639871385,0.24508038585209002,0.36901987662782726,0.600367357648911,0.9222158051635642,1
ND,68,408,No,No,0,219.6,97,37.33,141.1,144,11.99,205.7,101,9.26,10.8,4,2.92,2,False,577.1999999999999,346,61.5,0.16999089253187613,2.263917525773196,0.38484536082474224,0.08497519489723601,0.9798611111111111,0.08326388888888889,0.04501701507049101,2.0366336633663367,0.09168316831683168,0.10654885654885655,1.668208092485549,0.1777456647398844,0.3804573804573805,0.6069918699186991,0.015062320046279156,0
CO,98,408,No,No,0,236.2,122,40.15,189.4,110,16.1,153.6,104,6.91,13.3,4,3.59,0,False,592.5,340,66.75,0.1699830651989839,1.9360655737704917,0.3290983606557377,0.08500527983104542,1.721818181818182,0.1463636363636364,0.04498697916666667,1.4769230769230768,0.06644230769230769,0.11265822784810127,1.7426470588235294,0.1963235294117647,0.39864978902953585,0.601498127340824,0.03264278027458868,0
TX,123,408,No,No,0,260.9,85,44.35,168.5,103,14.32,178.3,91,8.02,13.3,5,3.59,3,False,621.0,284,70.28,0.16998850134151017,3.0694117647058823,0.5217647058823529,0.08498516320474778,1.6359223300970873,0.13902912621359223,0.04498037016264722,1.9593406593406595,0.08813186813186813,0.11317230273752013,2.186619718309859,0.24746478873239436,0.4201288244766505,0.6310472396129767,0.058586170365465845,0
